Age,Age_Cohort,Band,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,EEO_Job_Category,Employment_Status,Ethnic_Background,Gender,Generation,Job_Family,Job_Function,Location,Managerial_Employee,Minority,Organization_Tenure_Months,Organization_Tenure,Employee_ID,Employee_Name,Salary,Salary_Range,Employment_Type,Employment_Type_2,High_Potential,Prev_Performance_Rating,Prev_Successor,Successor,Successor_Duration,Successor_Readiness,Curr_Performance_Rating,Org_Unit_Level_1,Org_Unit_Level_2,Org_Unit_Level_3,Flight_Risk_Grouping,1_Flight_Risk_Driver,1_Flight_Risk_Driver_Value,2_Flight_Risk_Driver,2_Flight_Risk_Driver_Value,3_Flight_Risk_Driver,3_Flight_Risk_Driver_Value,Flight_Risk
56,55-59,Unallocated,Yes,Medium,High,Yes,Sales Workers,Active,Caucasian,Female,Late Boomers,Account Managers (Sales),Engineering / Technical,North America,Non-Managerial,Non-Minority,252,21 Years,ENG_92027664ABC,Kristen Brock,70000,$60k-<$80k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Operations,Field Support,Low,Position Tenure (Months),186+,Band,Unallocated,Ethnic Background,Caucasian,0
47,45-49,Unallocated,No,Low,Medium,No,1st/Mid Level Officials & Mgrs,Active,Caucasian,Male,Generation X,Directors/Senior Managers,General Management,North America,Managerial,Non-Minority,15,15-<18 Months,ENG_00007253,Jacob Medved,120000,$100k+,Full-Time,Temporary,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Operations,Field Support,Low,Average Hours,36-40,Band,Unallocated,Ethnic Background,Caucasian,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,2,<3 Months,RET_DK467,Peter Garber,85000,$80k-<$100k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Retail,Operations,Planning and Quality Control,Low,Average Hours,0-20,Age (Years),0-25,Band,Unallocated,0
38,35-39,Unallocated,No,Low,Medium,No,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,108,9 Years,GOV_92027082DEF,Paul Bivens,70000,$60k-<$80k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of the Secretary,Human Resources,Low,Age (Years),26-41,Band,Unallocated,Organization Tenure (Months),63-185,0
49,45-49,Unallocated,Yes,Low,Medium,Yes,Office and Clerical,Active,Caucasian,Female,Generation X,Administrative Support,Customer Service,North America,Non-Managerial,Non-Minority,36,3 Years,HTH_34186,Sheila Saathoff,20000,$20k-<$30k,Full-Time,Regular,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Marketing,Brand Management,Low,Band,Unallocated,Position Tenure (Months),63-185,Organization Tenure (Months),63-185,0
41,40-44,Unallocated,No,Medium,Medium,No,Sales Workers,Inactive or Other,Caucasian,Male,Generation X,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,60,5 Years,GOV_23848ABC,Matthew Skinner,120000,$100k+,Full-Time,Regular,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Inspector General,Management and Policy,Medium,Generation,Generation X (1964 -,Age (Years),26-41,Band,Unallocated,0
26,25-29,Unallocated,Yes,High,Low,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,24,24-<30 Months,GOV_58307ABC,Kayla Chandler,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Public Affairs and Communication,External Communication,Low,Average Hours,36-40,City,Seattle,Generation,Generation Y (1979 -,0
46,45-49,Unallocated,Yes,Low,Medium,Yes,1st/Mid Level Officials & Mgrs,Active,Caucasian,Male,Generation X,Directors/Senior Managers,Sales,North America,Managerial,Non-Minority,72,6 Years,GOV_32705ABC,Joseph Rhile,120000,$100k+,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of the Secretary,Administrative Services,Low,Age (Years),42-61,Generation,Generation X (1964 -,Band,Unallocated,0
53,50-54,Unallocated,Yes,Low,Low,Yes,Office and Clerical,Active,Caucasian,Male,Late Boomers,Administrative Support,Sales,North America,Non-Managerial,Non-Minority,72,6 Years,GOV_92029861,Mike Sickel,50000,$50k-<$60k,Full-Time,Temporary,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Inspector General,Evaluation and Inspections,Low,Band,Unallocated,State,Washington,Employment Type,Full-Time-Temporary,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,120,10 Years,FIN_DK1620,Cindy Jarrell,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Corporate,Human Resources,Administrative Services,Low,Average Hours,40+,Position Tenure (Months),28-62,Band,Unallocated,0
31,30-34,Unallocated,Yes,Medium,High,Yes,1st/Mid Level Officials & Mgrs,Active,Asian,Male,Generation Y,Managers - Business Ops,Sales,North America,Non-Managerial,Minority,11,9-<12 Months,GOV_82362DEF,Keyur Silo,85000,$80k-<$100k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Policy and Planning,Information Management,Medium,Position Tenure (Months),43186,Band,Unallocated,Ethnic Background,Asian,1
24,20-24,Unallocated,Yes,Low,Low,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,Engineering / Technical,North America,Non-Managerial,Non-Minority,24,24-<30 Months,ENG_61236DEF,Sabrina Kastetter,40000,$40k-<$50k,Full-Time,Regular,No,Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Operations,Project Management,Low,Band,Unallocated,Ethnic Background,Caucasian,State,New York,0
29,25-29,Unallocated,Yes,Unallocated,Unallocated,Yes,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,36,3 Years,GOV_43947DEF,Matthew Martinez,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of General Counsel,General and Administrative Law,Low,Generation,Generation Y (1979 -,Age (Years),26-41,Band,Unallocated,0
28,25-29,Unallocated,Yes,Unallocated,Unallocated,Yes,Sales Workers,Active,Caucasian,Female,Generation Y,Telemarketing Sales,Sales,North America,Non-Managerial,Non-Minority,2,<3 Months,GOV_90902DEF,Lecia Schlaybach,40000,$40k-<$50k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Government,Office of General Counsel,Business Law,Medium,Average Hours,40+,Position Tenure (Months),43186,Age (Years),26-41,0
35,35-39,Unallocated,Yes,Medium,Medium,Yes,Office and Clerical,Active,Asian,Female,Generation Y,Administrative Support,Sales,North America,Non-Managerial,Minority,2,<3 Months,FIN_32955ACQ,Banu Yang,40000,$40k-<$50k,Full-Time,Regular,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Corporate,International Affairs,Exports,Medium,Age (Years),26-41,Band,Unallocated,Generation,Generation X (1964 -,1
42,40-44,Unallocated,Yes,Unallocated,Unallocated,Yes,Professionals,Active,Caucasian,Female,Generation X,Information Systems Profs,Sales,North America,Non-Managerial,Non-Minority,180,15 Years,GOV_92003001DEF,Kelley Chillook,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of General Counsel,Business Law,Medium,Average Hours,0-20,Age (Years),42-61,Employment Type,Full-Time-Regular,1
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,96,8 Years,RET_DK521,Brian Burge,85000,$80k-<$100k,Full-Time,Temporary,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Retail,Operations,Planning and Quality Control,Low,Average Hours,0-20,Age (Years),0-25,Generation,Generation Y (1979 -,0
38,35-39,Unallocated,No,Low,Medium,No,Professionals,Active,Caucasian,Female,Generation X,Information Systems Profs,Sales,North America,Non-Managerial,Non-Minority,120,10 Years,GOV_92028859ABC,Heather Morris,40000,$40k-<$50k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Government,Office of Policy and Planning,Information Management,Low,Average Hours,36-40,Generation,Generation X (1964 -,Position Tenure (Months),63-185,0
44,40-44,Unallocated,No,Low,Medium,No,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Sales,Europe,Non-Managerial,Non-Minority,2,<3 Months,FIN_56879ACQ,Phillip Sweetnich,85000,$80k-<$100k,Full-Time,Temporary,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Operations,Retailing,Low,Average Hours,40+,Generation,Generation X (1964 -,Band,Unallocated,0
30,30-34,Unallocated,Yes,Low,Medium,Yes,Office and Clerical,Active,Caucasian,Female,Generation Y,Administrative Support,Engineering / Technical,North America,Non-Managerial,Non-Minority,36,3 Years,ENG_34393ABC,Zahra Henry,40000,$40k-<$50k,Full-Time,Regular,No,Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Energy and Utilities,Corporate Services,Administrative Services,Low,Band,Unallocated,Organization Tenure (Months),63-185,Position Tenure (Months),63-185,0
36,35-39,Unallocated,No,Low,Medium,No,1st/Mid Level Officials & Mgrs,Active,Caucasian,Male,Generation Y,Directors/Senior Managers,Supply Chain,North America,Managerial,Non-Minority,36,3 Years,GOV_00035066DEF,Kendall Wonsik,120000,$100k+,Full-Time,Temporary,Yes,Not Rated,Successor - Not ready yet,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of Inspector General,Audit Services,Low,Age (Years),26-41,Generation,Generation X (1964 -,Band,Unallocated,0
59,55-59,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Engineering / Technical,North America,Non-Managerial,Non-Minority,196,18 Years,ENG_33524,Philip Hagstrom,70000,$60k-<$80k,Full-Time,Regular,Yes,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Energy and Utilities,Corporate Services,Health and Safety,Low,Band,Unallocated,Organization Tenure (Months),186+,Position Tenure (Months),186+,0
39,35-39,Unallocated,Yes,Low,High,Yes,Sales Workers,Active,Caucasian,Female,Generation X,Account Managers (Sales),Sales,Europe,Non-Managerial,Non-Minority,2,<3 Months,FIN_92027626,Holis Beinlich,70000,$60k-<$80k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Corporate,Sales and Marketing,Marketing,Low,Average Hours,40+,Age (Years),42-61,City,Unallocated,0
32,30-34,Unallocated,Yes,High,Medium,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,96,7 Years,GOV_9387DEF,Laura Bradley,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Successor - Not ready yet,Successor - Not ready yet,<1 Year,2-3 Years,Meets Expectations,Government,Office of the Secretary,Planning,Low,Band,Unallocated,Ethnic Background,Caucasian,State,Washington,1
26,25-29,Unallocated,Yes,Medium,Medium,Yes,1st/Mid Level Officials & Mgrs,Active,Caucasian,Female,Generation Y,Managers - Business Ops,Customer Service,North America,Non-Managerial,Non-Minority,34,30-<36 Months,HTH_46707ABC,Barbara Plummer,70000,$60k-<$80k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Nursing,Medical Services,Low,Average Hours,40+,Age (Years),26-41,Band,Unallocated,0
29,25-29,Unallocated,Yes,Low,High,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,2,<3 Months,FIN_78791,Ashley Preshong,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Sales and Marketing,Product Management,Medium,Average Hours,40+,Organization Tenure (Months),28-62,Ethnic Background,Caucasian,0
26,25-29,Unallocated,Yes,Unallocated,Unallocated,Yes,Office and Clerical,Active,Caucasian,Male,Generation Y,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,36,3 Years,RET_34830,Brian Wheaton,30000,$30k-<$40k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Corporate Services,Human Resources,High,Age (Years),26-41,Ethnic Background,Caucasian,Organization Tenure (Months),28-62,1
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,20,18-<21 Months,FIN_DK1626,Pamela Justice,85000,$80k-<$100k,Full-Time,Regular,No,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Corporate,International Affairs,Exports,Low,Band,Unallocated,Position Tenure (Months),28-62,Ethnic Background,Caucasian,0
32,30-34,Unallocated,Yes,High,High,Yes,Sales Workers,Active,Black or African American,Female,Generation Y,Account Managers (Sales),Engineering / Technical,Europe,Non-Managerial,Minority,96,7 Years,ENG_12116ABC,Patrice King,50000,$50k-<$60k,Full-Time,Temporary,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Sales and Marketing,Marketing,Low,Generation,Generation Y (1979 -,Age (Years),26-41,Band,Unallocated,0
27,25-29,Unallocated,Yes,Medium,Low,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,24,24-<30 Months,FIN_18502,Tiffany Bickford,50000,$50k-<$60k,Full-Time,Regular,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Corporate,Sales and Marketing,Product Management,Low,Age (Years),26-41,Generation,Generation Y (1979 -,Position Tenure (Months),63-185,0
27,25-29,Unallocated,Yes,Medium,High,Yes,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,36,3 Years,GOV_34954,Mohammad Renneke,50000,$50k-<$60k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of the Secretary,Human Resources,Low,Average Hours,40+,Position Tenure (Months),63-185,Generation,Generation Y (1979 -,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,120,10 Years,FIN_DK1389,Derek Reck,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Operations,Manufacturing,Low,Average Hours,0-20,Band,Unallocated,Position Tenure (Months),28-62,0
25,25-29,Unallocated,Yes,High,High,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,General Management,North America,Non-Managerial,Non-Minority,2,<3 Months,HTH_00071877ABC,Natalie Agherrabi,50000,$50k-<$60k,Full-Time,Temporary,No,Not Rated,Successor - Not ready yet,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Healthcare,Corporate Services,Finance,Medium,Average Hours,36-40,Age (Years),26-41,State,Ohio,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,36,3 Years,RET_DK20,Anthony Huss,85000,$80k-<$100k,Part-Time,Regular,No,Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Operations,Planning and Quality Control,Low,Band,Unallocated,Organization Tenure (Months),28-62,State,London,0
60,60-64,Unallocated,Yes,Low,Low,Yes,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,96,7 Years,GOV_33359DEF,Patrick Balley,70000,$60k-<$80k,Full-Time,Regular,Yes,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Government,Office of Inspector General,Audit Services,Low,Band,Unallocated,Position Tenure (Months),63-185,Employment Type,Full-Time-Regular,0
